"","k","A","B","jmax","j","E","V","i"
"10198",5596,-0.136591303453272,0.478345457990807,4,4,0,1,1
"10199",5597,-1.72502967525541,-0.373039171302504,1,1,0,0,1
"10200",5598,0.840522002400698,0.207222743826268,1,1,1,1,0
"10201",5599,-0.799678934274046,2.43405799165762,3,1,0,1,0
"10202",5599,-0.799678934274046,2.43405799165762,3,2,1,0,0
"10203",5599,-0.799678934274046,2.43405799165762,3,3,1,0,1
"10204",5600,0.490927084681104,-1.00733122124881,2,1,0,0,2
"10205",5600,0.490927084681104,-1.00733122124881,2,2,0,1,2
"10206",5601,0.645123571743621,-0.792967613238181,1,1,0,0,3
"10207",5602,0.194018905809471,1.37765668140574,1,1,1,0,2
"10208",5603,0.23244891119945,-0.189907023325956,1,1,0,0,3
"10209",5604,-0.350064483313927,0.856556875878238,1,1,0,1,1
"10210",5605,-0.872009950921676,1.22241451125677,3,1,0,1,1
"10211",5605,-0.872009950921676,1.22241451125677,3,2,0,0,1
"10212",5605,-0.872009950921676,1.22241451125677,3,3,0,0,1
"10213",5606,0.555132527111657,0.580257457070773,6,1,0,0,1
"10214",5606,0.555132527111657,0.580257457070773,6,2,0,0,1
"10215",5606,0.555132527111657,0.580257457070773,6,3,0,0,3
"10216",5606,0.555132527111657,0.580257457070773,6,4,0,0,3
"10217",5606,0.555132527111657,0.580257457070773,6,5,1,1,2
"10218",5606,0.555132527111657,0.580257457070773,6,6,0,0,1
"10219",5607,0.76605869785654,-0.14381740927216,1,1,0,1,5
"10220",5608,0.204521717406185,0.880036196307814,3,1,0,0,4
"10221",5608,0.204521717406185,0.880036196307814,3,2,0,0,2
"10222",5608,0.204521717406185,0.880036196307814,3,3,0,0,1
"10223",5609,2.04864053666809,1.4649644591426,1,1,0,0,0
"10224",5610,-0.326188137992653,1.12551521474434,4,1,0,1,0
"10225",5610,-0.326188137992653,1.12551521474434,4,2,0,0,1
"10226",5610,-0.326188137992653,1.12551521474434,4,3,0,0,1
"10227",5610,-0.326188137992653,1.12551521474434,4,4,0,0,0
"10228",5611,-0.682484937276032,-0.293108094767207,3,1,0,0,1
"10229",5611,-0.682484937276032,-0.293108094767207,3,2,0,0,0
"10230",5611,-0.682484937276032,-0.293108094767207,3,3,0,0,1
"10231",5612,0.271854873695706,-0.305105776465495,1,1,0,0,0
"10232",5613,0.271224524895218,-0.253711059196737,2,1,1,0,0
"10233",5613,0.271224524895218,-0.253711059196737,2,2,0,1,4
"10234",5614,-0.0438159263947195,2.09735007036713,3,1,1,0,0
"10235",5614,-0.0438159263947195,2.09735007036713,3,2,0,0,1
"10236",5614,-0.0438159263947195,2.09735007036713,3,3,0,0,1
"10237",5615,-0.403205502566515,-0.413855746944084,1,1,1,0,2
"10238",5616,-0.410336354482759,0.204398354983554,3,1,0,0,0
"10239",5616,-0.410336354482759,0.204398354983554,3,2,0,1,1
"10240",5616,-0.410336354482759,0.204398354983554,3,3,0,0,2
"10241",5617,-0.698352336217695,0.993047997786291,3,1,0,1,0
"10242",5617,-0.698352336217695,0.993047997786291,3,2,0,0,1
"10243",5617,-0.698352336217695,0.993047997786291,3,3,0,1,1
"10244",5618,-0.551886562773733,1.21142808925767,2,1,0,0,1
"10245",5618,-0.551886562773733,1.21142808925767,2,2,0,0,3
"10246",5619,0.945537209932596,-0.482223093853092,1,1,0,0,1
"10247",5620,-0.967634949387751,0.877205126011176,1,1,0,0,0
"10248",5621,-0.255189604128728,-1.17406224584565,2,1,0,0,1
"10249",5621,-0.255189604128728,-1.17406224584565,2,2,1,1,1
"10250",5622,-0.558614336661608,-0.628405075713828,1,1,0,1,0
"10251",5623,-0.445233201833888,-0.0934918140505449,2,1,1,0,0
"10252",5623,-0.445233201833888,-0.0934918140505449,2,2,0,0,0
"10253",5624,-1.07286192976741,-0.12656849023146,1,1,0,0,0
"10254",5625,0.247176456288181,-0.167559650759189,1,1,1,1,0
"10255",5626,0.729214020145173,-0.0971728597470938,1,1,0,0,1
"10256",5627,-0.385195426228722,0.440748543842626,1,1,0,1,0
"10257",5628,1.45158002114983,0.52323158125543,1,1,0,0,1
"10258",5629,-0.873991008123597,1.41869440050153,1,1,0,0,0
"10259",5630,0.80224105554912,1.54569004185268,2,1,0,0,1
"10260",5630,0.80224105554912,1.54569004185268,2,2,1,0,1
"10261",5631,1.54611556476826,0.53152101580225,4,1,0,0,1
"10262",5631,1.54611556476826,0.53152101580225,4,2,0,0,1
"10263",5631,1.54611556476826,0.53152101580225,4,3,1,1,1
"10264",5631,1.54611556476826,0.53152101580225,4,4,0,0,1
"10265",5632,-1.02726916913406,-0.397290470994065,3,1,0,1,3
"10266",5632,-1.02726916913406,-0.397290470994065,3,2,0,1,1
"10267",5632,-1.02726916913406,-0.397290470994065,3,3,0,1,0
"10268",5633,0.000794480576723743,-2.26749314211441,2,1,0,0,3
"10269",5633,0.000794480576723743,-2.26749314211441,2,2,0,0,1
"10270",5634,-0.0355243688175644,0.108414102157405,2,1,0,0,1
"10271",5634,-0.0355243688175644,0.108414102157405,2,2,0,0,0
"10272",5635,0.229849143563046,2.02183149102332,1,1,0,1,0
"10273",5636,-0.364477296593524,0.936212539926472,1,1,1,1,2
"10274",5637,0.0877230659219038,-0.0301961796959037,1,1,1,0,0
"10275",5638,0.914324631421945,-1.59735182334608,1,1,0,0,3
"10276",5639,-0.95482204171306,0.524086855465363,2,1,0,0,1
"10277",5639,-0.95482204171306,0.524086855465363,2,2,1,1,0
"10278",5640,0.695824907380719,-0.0437653671330236,1,1,0,0,1
"10279",5641,0.915275689697359,0.13350328336161,1,1,0,0,2
"10280",5642,0.99906739185195,0.265708924700188,1,1,0,0,1
"10281",5643,0.788116136194076,0.0201864707151966,3,1,0,0,0
"10282",5643,0.788116136194076,0.0201864707151966,3,2,0,1,0
"10283",5643,0.788116136194076,0.0201864707151966,3,3,0,1,2
"10284",5644,0.453442004941785,0.0770953834949705,2,1,0,0,1
"10285",5644,0.453442004941785,0.0770953834949705,2,2,0,1,0
"10286",5645,-0.582186415134391,-1.04620915333029,1,1,0,1,0
"10287",5646,-0.0382368605488725,-0.0182986829574674,1,1,0,0,0
"10288",5647,1.69779256035478,-0.451183481872839,1,1,1,1,3
"10289",5648,1.24892698227064,0.140369452258796,2,1,0,0,3
"10290",5648,1.24892698227064,0.140369452258796,2,2,1,0,0
"10291",5649,0.350112141785276,-0.381018796892132,2,1,0,0,2
"10292",5649,0.350112141785276,-0.381018796892132,2,2,1,1,2
"10293",5650,0.133589996905551,1.46941533412228,3,1,0,0,4
"10294",5650,0.133589996905551,1.46941533412228,3,2,1,0,0
"10295",5650,0.133589996905551,1.46941533412228,3,3,0,1,2
"10296",5651,1.05249936902452,-0.3759507694409,3,1,1,1,1
"10297",5651,1.05249936902452,-0.3759507694409,3,2,0,0,2
"10298",5651,1.05249936902452,-0.3759507694409,3,3,0,0,1
"10299",5652,0.316697480857888,0.136289111550675,4,1,1,1,4
"10300",5652,0.316697480857888,0.136289111550675,4,2,0,0,4
"10301",5652,0.316697480857888,0.136289111550675,4,3,1,0,3
"10302",5652,0.316697480857888,0.136289111550675,4,4,1,0,1
"10303",5653,-0.190987447187315,0.0194719234905674,2,1,0,0,2
"10304",5653,-0.190987447187315,0.0194719234905674,2,2,0,1,2
"10305",5654,1.03269191455075,-0.489007404937841,1,1,0,1,1
"10306",5655,-1.63569820141111,0.0512911028886722,1,1,1,0,0
"10307",5656,0.566549360942593,0.502192358534556,4,1,0,0,2
"10308",5656,0.566549360942593,0.502192358534556,4,2,1,1,1
"10309",5656,0.566549360942593,0.502192358534556,4,3,0,1,1
"10310",5656,0.566549360942593,0.502192358534556,4,4,0,0,0
"10311",5657,0.616901663025055,-0.309105015030711,4,1,1,0,2
"10312",5657,0.616901663025055,-0.309105015030711,4,2,1,0,2
"10313",5657,0.616901663025055,-0.309105015030711,4,3,0,1,3
"10314",5657,0.616901663025055,-0.309105015030711,4,4,1,0,5
"10315",5658,-0.131749212179522,-0.548814480318095,3,1,1,1,1
"10316",5658,-0.131749212179522,-0.548814480318095,3,2,0,0,0
"10317",5658,-0.131749212179522,-0.548814480318095,3,3,0,0,0
"10318",5659,1.53005397542981,-0.768860236348941,3,1,1,0,2
"10319",5659,1.53005397542981,-0.768860236348941,3,2,0,0,1
"10320",5659,1.53005397542981,-0.768860236348941,3,3,0,0,0
"10321",5660,1.27893405349112,-0.740445587811133,2,1,0,0,2
"10322",5660,1.27893405349112,-0.740445587811133,2,2,0,0,1
"10323",5661,-0.965852950473151,0.2800047452686,1,1,0,1,0
"10324",5662,0.969914793328954,0.233730924471638,1,1,0,0,2
"10325",5663,-0.683814412577152,-0.523341537677346,1,1,0,0,1
"10326",5664,1.79676363897706,1.75438818607026,2,1,0,0,5
"10327",5664,1.79676363897706,1.75438818607026,2,2,0,0,1
"10328",5665,-0.492044202333547,-0.971135367664377,1,1,0,0,3
"10329",5666,0.941510297755956,1.47335362938611,3,1,0,1,1
"10330",5666,0.941510297755956,1.47335362938611,3,2,0,1,0
"10331",5666,0.941510297755956,1.47335362938611,3,3,0,0,3
"10332",5667,-0.431585044426029,-0.563049323782112,1,1,0,1,2
"10333",5668,-0.627005535968156,-0.394370013089091,2,1,0,0,0
"10334",5668,-0.627005535968156,-0.394370013089091,2,2,0,0,0
"10335",5669,-0.190660948408172,-2.72031892193395,1,1,0,1,1
"10336",5670,0.453327548142136,-2.63107986443998,1,1,0,0,0
"10337",5671,-0.118896323579903,0.609071779248418,3,1,1,0,2
"10338",5671,-0.118896323579903,0.609071779248418,3,2,0,0,1
"10339",5671,-0.118896323579903,0.609071779248418,3,3,0,1,1
"10340",5672,-1.34255552192137,-0.0729616306789341,1,1,1,1,0
"10341",5673,-0.453097370793414,-0.852547558097589,4,1,0,0,2
"10342",5673,-0.453097370793414,-0.852547558097589,4,2,0,1,1
"10343",5673,-0.453097370793414,-0.852547558097589,4,3,1,0,0
"10344",5673,-0.453097370793414,-0.852547558097589,4,4,1,0,0
"10345",5674,-2.40733364850695,-0.730556445314777,1,1,0,0,0
"10346",5675,-0.566372469096084,-0.747211026833665,1,1,0,0,2
"10347",5676,-0.346574002498604,-0.0410283174179514,1,1,1,0,5
"10348",5677,-0.461832530072696,-1.56883173018349,3,1,0,0,1
"10349",5677,-0.461832530072696,-1.56883173018349,3,2,0,0,1
"10350",5677,-0.461832530072696,-1.56883173018349,3,3,1,1,2
"10351",5678,0.125373216932734,0.575110628693999,2,1,0,1,2
"10352",5678,0.125373216932734,0.575110628693999,2,2,0,1,3
"10353",5679,-0.735559220462071,-1.58200667310499,1,1,1,0,2
"10354",5680,0.729088716340306,-0.538108183153041,1,1,1,1,0
"10355",5681,-1.64893313894532,0.634414091835332,1,1,0,1,2
"10356",5682,0.156072334083284,0.189302356420251,1,1,1,0,1
"10357",5683,-0.0443468846966211,2.14839833421381,4,1,1,1,0
"10358",5683,-0.0443468846966211,2.14839833421381,4,2,0,0,3
"10359",5683,-0.0443468846966211,2.14839833421381,4,3,0,1,0
"10360",5683,-0.0443468846966211,2.14839833421381,4,4,1,0,0
"10361",5684,-0.416168931055677,0.831602832668926,2,1,0,0,0
"10362",5684,-0.416168931055677,0.831602832668926,2,2,0,0,1
"10363",5685,0.264082739441902,0.0721178864828985,1,1,0,1,3
"10364",5686,-1.33427923087908,-0.927819117877058,1,1,0,0,0
"10365",5687,0.444052713684816,-0.102708612157009,1,1,0,1,1
"10366",5688,0.777256526552,-1.0632568327337,1,1,0,1,1
"10367",5689,-0.362624405934629,-0.531594921940159,3,1,0,1,1
"10368",5689,-0.362624405934629,-0.531594921940159,3,2,0,0,3
"10369",5689,-0.362624405934629,-0.531594921940159,3,3,0,0,1
"10370",5690,-0.668238550507411,-0.865676389541543,2,1,0,0,1
"10371",5690,-0.668238550507411,-0.865676389541543,2,2,0,0,1
"10372",5691,1.05652272411686,0.343084494277933,1,1,0,0,1
"10373",5692,-1.6786272477495,-0.213600128549855,1,1,0,0,1
"10374",5693,0.622339035726989,-0.698120855059872,2,1,0,0,2
"10375",5693,0.622339035726989,-0.698120855059872,2,2,0,0,0
"10376",5694,-0.860869854389475,-0.25216129692027,3,1,1,1,0
"10377",5694,-0.860869854389475,-0.25216129692027,3,2,0,0,0
"10378",5694,-0.860869854389475,-0.25216129692027,3,3,1,1,0
"10379",5695,0.610405988195393,-0.218538396705067,1,1,0,0,0
"10380",5696,-0.865917343164439,-0.147550852462057,2,1,0,0,0
"10381",5696,-0.865917343164439,-0.147550852462057,2,2,0,0,2
"10382",5697,1.23290315226713,0.45119092730968,2,1,0,0,2
"10383",5697,1.23290315226713,0.45119092730968,2,2,0,1,0
"10384",5698,-0.529824705816669,-0.53022096058009,1,1,0,0,1
"10385",5699,1.26470934770809,-0.0435867876701604,1,1,1,0,0
"10386",5700,0.666254544346267,1.08979484399925,1,1,1,0,1
"10387",5701,2.45677827564581,0.105673216522515,1,1,0,0,1
"10388",5702,-0.712826410822976,0.33482686742839,1,1,0,0,1
"10389",5703,-0.708367181057402,0.266149522972312,1,1,0,1,1
"10390",5704,0.971697622437154,2.34088045746523,7,1,0,0,1
"10391",5704,0.971697622437154,2.34088045746523,7,2,0,0,0
"10392",5704,0.971697622437154,2.34088045746523,7,3,0,0,1
"10393",5704,0.971697622437154,2.34088045746523,7,4,0,0,1
"10394",5704,0.971697622437154,2.34088045746523,7,5,0,0,0
"10395",5704,0.971697622437154,2.34088045746523,7,6,1,0,1
"10396",5704,0.971697622437154,2.34088045746523,7,7,0,0,0
"10397",5705,-1.04525840408151,0.0523152483793077,1,1,0,1,3
"10398",5706,-0.85010022825225,0.156659161721142,4,1,0,1,2
"10399",5706,-0.85010022825225,0.156659161721142,4,2,0,1,0
"10400",5706,-0.85010022825225,0.156659161721142,4,3,1,1,1
"10401",5706,-0.85010022825225,0.156659161721142,4,4,0,0,1
"10402",5707,-0.786259351229581,-0.623250530506792,3,1,0,0,1
"10403",5707,-0.786259351229581,-0.623250530506792,3,2,0,0,2
"10404",5707,-0.786259351229581,-0.623250530506792,3,3,0,0,0
"10405",5708,1.27971298152631,-1.06626848526391,1,1,0,1,1
"10406",5709,-0.591316423053608,0.907151948090697,1,1,1,0,2
"10407",5710,-0.0650930934241847,0.83482526848919,1,1,0,0,2
"10408",5711,-1.34779841455736,-2.19475940504177,1,1,1,0,1
"10409",5712,-2.14221103562363,-0.0357489985998595,1,1,1,0,0
"10410",5713,-1.02442529168928,-0.104383466155183,1,1,0,0,0
"10411",5714,1.04326799253738,-0.682113520563479,3,1,0,1,1
"10412",5714,1.04326799253738,-0.682113520563479,3,2,0,1,2
"10413",5714,1.04326799253738,-0.682113520563479,3,3,0,0,3
"10414",5715,-0.249564816778053,0.782262296950109,2,1,0,0,1
"10415",5715,-0.249564816778053,0.782262296950109,2,2,0,0,0
"10416",5716,-1.41860650264642,0.645057780029981,2,1,0,1,2
"10417",5716,-1.41860650264642,0.645057780029981,2,2,0,1,0
"10418",5717,0.268139142879528,-0.298754325552767,1,1,0,1,1
"10419",5718,1.68264867642598,0.932579542980175,1,1,0,0,0
"10420",5719,0.598676069654622,-0.652718827829243,1,1,0,0,1
"10421",5720,0.814804778981984,-0.943174179563341,2,1,0,1,0
"10422",5720,0.814804778981984,-0.943174179563341,2,2,0,0,1
"10423",5721,-1.40559447186825,-1.2425709773034,1,1,1,0,3
"10424",5722,2.13599622212937,-0.823710911346793,1,1,1,0,0
"10425",5723,-1.12298385168526,0.57075157399669,2,1,0,0,1
"10426",5723,-1.12298385168526,0.57075157399669,2,2,0,0,2
"10427",5724,0.377341390466236,-0.127240183555258,1,1,0,0,2
"10428",5725,1.80719134583577,0.803995977369416,2,1,0,0,0
"10429",5725,1.80719134583577,0.803995977369416,2,2,0,0,1
"10430",5726,1.04707410672685,-1.25017091000801,1,1,0,0,1
"10431",5727,0.840900100875497,0.234434052225876,4,1,0,0,3
"10432",5727,0.840900100875497,0.234434052225876,4,2,0,0,1
"10433",5727,0.840900100875497,0.234434052225876,4,3,0,0,2
"10434",5727,0.840900100875497,0.234434052225876,4,4,0,0,0
"10435",5728,-0.581145104303212,-0.981401167362336,1,1,0,0,1
"10436",5729,0.556774079723101,-0.26343335891793,1,1,0,1,0
"10437",5730,-2.12674674459229,0.745288004094506,3,1,0,1,1
"10438",5730,-2.12674674459229,0.745288004094506,3,2,0,1,0
"10439",5730,-2.12674674459229,0.745288004094506,3,3,1,0,1
"10440",5731,0.515012215582822,-1.83613208091331,2,1,0,0,2
"10441",5731,0.515012215582822,-1.83613208091331,2,2,0,1,2
"10442",5732,1.05323708089381,-0.51881493933442,1,1,0,1,0
"10443",5733,-1.34591831778376,-0.490204605628767,2,1,1,0,0
"10444",5733,-1.34591831778376,-0.490204605628767,2,2,0,0,3
"10445",5734,-0.438080657045253,-0.409340410430328,1,1,1,1,1
"10446",5735,-0.342762007062287,0.0545212274428811,2,1,0,0,2
"10447",5735,-0.342762007062287,0.0545212274428811,2,2,0,0,2
"10448",5736,-1.40935952048858,0.658040338034509,2,1,1,0,0
"10449",5736,-1.40935952048858,0.658040338034509,2,2,0,0,1
"10450",5737,-2.85076758002889,0.365453865741774,1,1,0,0,1
"10451",5738,-0.230769352708003,-0.292822078861784,1,1,0,1,3
"10452",5739,-0.120702321392521,-1.11810057440466,1,1,1,0,1
"10453",5740,-0.898454690698924,0.51699220940359,2,1,0,1,4
"10454",5740,-0.898454690698924,0.51699220940359,2,2,0,1,0
"10455",5741,-0.726353234701168,-0.32462178865261,4,1,1,0,0
"10456",5741,-0.726353234701168,-0.32462178865261,4,2,0,1,1
"10457",5741,-0.726353234701168,-0.32462178865261,4,3,0,0,4
"10458",5741,-0.726353234701168,-0.32462178865261,4,4,0,0,2
"10459",5742,0.0237255282943085,1.09744409322649,2,1,0,0,1
"10460",5742,0.0237255282943085,1.09744409322649,2,2,0,0,2
"10461",5743,-0.879870746473073,-0.974305901348661,1,1,0,0,1
"10462",5744,0.288557884308759,-2.34766823962085,1,1,1,0,2
"10463",5745,-0.172631554620807,-0.205180560434828,3,1,0,0,3
"10464",5745,-0.172631554620807,-0.205180560434828,3,2,0,0,0
"10465",5745,-0.172631554620807,-0.205180560434828,3,3,0,0,2
"10466",5746,-0.770677105513766,1.122738600378,1,1,0,1,2
"10467",5747,0.745683989588319,-0.216674105886001,4,1,0,1,0
"10468",5747,0.745683989588319,-0.216674105886001,4,2,1,1,0
"10469",5747,0.745683989588319,-0.216674105886001,4,3,0,0,1
"10470",5747,0.745683989588319,-0.216674105886001,4,4,0,1,1
"10471",5748,-1.89597009818806,0.168642205670605,1,1,0,0,2
"10472",5749,0.45842602129436,0.166142483019304,1,1,0,0,4
"10473",5750,-0.088701396804749,0.162590525855211,2,1,1,1,0
"10474",5750,-0.088701396804749,0.162590525855211,2,2,0,0,3
"10475",5751,0.982457533742011,1.92217660643645,6,1,0,0,0
"10476",5751,0.982457533742011,1.92217660643645,6,2,0,1,2
"10477",5751,0.982457533742011,1.92217660643645,6,3,0,1,1
"10478",5751,0.982457533742011,1.92217660643645,6,4,0,0,2
"10479",5751,0.982457533742011,1.92217660643645,6,5,0,0,1
"10480",5751,0.982457533742011,1.92217660643645,6,6,1,1,2
"10481",5752,0.998632234818732,0.183599189467118,1,1,0,0,0
"10482",5753,-1.58707969816593,0.919095965446117,2,1,0,0,0
"10483",5753,-1.58707969816593,0.919095965446117,2,2,0,0,1
"10484",5754,-1.18208649865793,-0.63060354483341,1,1,0,1,0
"10485",5755,-1.24376264462176,-0.449113109767685,1,1,0,0,0
"10486",5756,0.519306493957094,0.989223360450139,4,1,1,0,1
"10487",5756,0.519306493957094,0.989223360450139,4,2,0,1,1
"10488",5756,0.519306493957094,0.989223360450139,4,3,0,0,2
"10489",5756,0.519306493957094,0.989223360450139,4,4,0,0,0
"10490",5757,1.04187932239689,-1.56816770453003,2,1,0,1,0
"10491",5757,1.04187932239689,-1.56816770453003,2,2,0,0,5
"10492",5758,1.22585894171315,0.579109888238615,1,1,1,1,3
"10493",5759,-0.979379243951025,-1.92264187153973,2,1,0,0,1
"10494",5759,-0.979379243951025,-1.92264187153973,2,2,0,0,0
"10495",5760,1.179384249667,1.1832047731911,2,1,0,1,2
"10496",5760,1.179384249667,1.1832047731911,2,2,0,1,1
"10497",5761,-1.06055160345847,0.559149142730202,1,1,0,0,0
"10498",5762,-0.72999362609082,-0.105178634391275,1,1,0,0,1
"10499",5763,0.235953065501825,-1.18414776792556,2,1,0,1,0
"10500",5763,0.235953065501825,-1.18414776792556,2,2,0,0,0
"10501",5764,-1.23080398216152,-1.23004563408376,2,1,0,0,0
"10502",5764,-1.23080398216152,-1.23004563408376,2,2,1,1,1
"10503",5765,-0.873297765302772,-0.363141914216388,4,1,0,0,1
"10504",5765,-0.873297765302772,-0.363141914216388,4,2,0,0,3
"10505",5765,-0.873297765302772,-0.363141914216388,4,3,1,1,0
"10506",5765,-0.873297765302772,-0.363141914216388,4,4,0,0,0
"10507",5766,-0.0862483302211753,-0.471744832737628,3,1,0,0,1
"10508",5766,-0.0862483302211753,-0.471744832737628,3,2,0,0,0
"10509",5766,-0.0862483302211753,-0.471744832737628,3,3,0,0,0
"10510",5767,1.17849004548691,-0.945152804799235,1,1,0,0,1
"10511",5768,1.25216667168768,0.952046056258568,1,1,1,0,1
"10512",5769,-1.19271386977281,3.27968604965475,6,1,0,1,3
"10513",5769,-1.19271386977281,3.27968604965475,6,2,0,0,1
"10514",5769,-1.19271386977281,3.27968604965475,6,3,0,1,0
"10515",5769,-1.19271386977281,3.27968604965475,6,4,0,0,3
"10516",5769,-1.19271386977281,3.27968604965475,6,5,0,0,0
"10517",5769,-1.19271386977281,3.27968604965475,6,6,0,0,3
"10518",5770,-1.50395125604901,-0.577651858218452,4,1,0,0,0
"10519",5770,-1.50395125604901,-0.577651858218452,4,2,0,0,1
"10520",5770,-1.50395125604901,-0.577651858218452,4,3,0,0,0
"10521",5770,-1.50395125604901,-0.577651858218452,4,4,0,0,2
"10522",5771,-0.724726948389901,1.9259623246668,4,1,1,0,1
"10523",5771,-0.724726948389901,1.9259623246668,4,2,1,0,2
"10524",5771,-0.724726948389901,1.9259623246668,4,3,0,0,3
"10525",5771,-0.724726948389901,1.9259623246668,4,4,0,0,0
"10526",5772,1.45164918304328,-1.04039376155619,1,1,0,1,1
"10527",5773,0.262625469090368,-1.10167958087424,1,1,0,1,1
"10528",5774,-0.712209548596,0.700617619477698,2,1,0,0,1
"10529",5774,-0.712209548596,0.700617619477698,2,2,1,0,0
"10530",5775,-0.211993961255055,1.53507466953756,1,1,0,1,0
"10531",5776,0.263788197226658,0.963771228842379,1,1,1,1,1
"10532",5777,0.585109395747319,-1.68346755632819,1,1,0,0,1
"10533",5778,0.397374575541292,-0.167425848076882,3,1,0,0,1
"10534",5778,0.397374575541292,-0.167425848076882,3,2,1,0,2
"10535",5778,0.397374575541292,-0.167425848076882,3,3,0,0,0
"10536",5779,0.923132687238526,0.718641768595497,1,1,0,0,3
"10537",5780,2.40947405451245,0.86993312285594,2,1,1,0,0
"10538",5780,2.40947405451245,0.86993312285594,2,2,1,0,2
"10539",5781,1.16039134135836,-0.4504854482371,5,1,0,0,1
"10540",5781,1.16039134135836,-0.4504854482371,5,2,1,0,0
"10541",5781,1.16039134135836,-0.4504854482371,5,3,0,0,2
"10542",5781,1.16039134135836,-0.4504854482371,5,4,1,0,0
"10543",5781,1.16039134135836,-0.4504854482371,5,5,0,0,2
"10544",5782,-0.615495320272312,-0.865936206067469,2,1,0,0,1
"10545",5782,-0.615495320272312,-0.865936206067469,2,2,0,0,0
"10546",5783,-0.761235084124489,-0.327065445984224,1,1,1,0,2
"10547",5784,0.695630608785109,-1.40290076731613,2,1,0,0,3
"10548",5784,0.695630608785109,-1.40290076731613,2,2,1,0,3
"10549",5785,1.1194308254749,2.80161346920832,2,1,1,0,1
"10550",5785,1.1194308254749,2.80161346920832,2,2,0,1,1
"10551",5786,-0.538815051706154,0.417959689449236,1,1,0,0,0
"10552",5787,0.0404356110473535,-0.0806278219899809,1,1,0,1,2
"10553",5788,0.68397015314352,-0.76482737566328,1,1,0,0,1
"10554",5789,-1.52376330505825,0.90875012341084,2,1,0,0,3
"10555",5789,-1.52376330505825,0.90875012341084,2,2,0,0,1
"10556",5790,0.508904526543025,0.3063032165882,2,1,0,0,0
"10557",5790,0.508904526543025,0.3063032165882,2,2,0,0,0
"10558",5791,-1.98629198220614,0.701168146989809,1,1,0,0,1
"10559",5792,-0.492184897282352,-0.541444709100059,1,1,0,0,0
"10560",5793,0.160413629499612,-2.27753607133074,1,1,1,0,2
"10561",5794,-0.750408431449314,-0.423996556671059,1,1,0,0,1
"10562",5795,-1.25876017040265,-0.359718195191352,1,1,0,0,1
"10563",5796,0.751602626368853,-0.39499965700791,1,1,1,1,0
"10564",5797,0.0744433787468725,-0.569064476812113,1,1,0,0,0
"10565",5798,0.855099261455774,-0.617581173786749,2,1,1,0,1
"10566",5798,0.855099261455774,-0.617581173786749,2,2,0,0,2
"10567",5799,0.63951584418181,-0.446127463753311,1,1,0,0,1
"10568",5800,0.796643568921659,1.70451816249476,2,1,0,0,0
"10569",5800,0.796643568921659,1.70451816249476,2,2,0,0,1
"10570",5801,-1.25749709934,2.11553987079409,1,1,0,1,0
"10571",5802,-1.14872431515052,0.82797568795727,1,1,0,0,0
"10572",5803,-0.111767514225155,-1.68667454185056,2,1,0,0,1
"10573",5803,-0.111767514225155,-1.68667454185056,2,2,1,0,0
"10574",5804,-0.777083963719366,0.508201561991917,1,1,1,1,0
"10575",5805,0.0142471935420458,-0.782778144212035,1,1,0,0,1
"10576",5806,1.21794853038786,-0.307703255223907,1,1,0,1,0
"10577",5807,0.189478930705501,0.122144102961798,2,1,0,0,3
"10578",5807,0.189478930705501,0.122144102961798,2,2,0,0,1
"10579",5808,-0.815664990000623,-0.889963786736641,3,1,0,0,0
"10580",5808,-0.815664990000623,-0.889963786736641,3,2,0,0,1
"10581",5808,-0.815664990000623,-0.889963786736641,3,3,0,0,0
"10582",5809,0.388445848530656,1.02163972585042,1,1,0,0,0
"10583",5810,-1.35169408336122,0.61995187244992,1,1,0,0,2
"10584",5811,-0.626304386452229,1.2480774486578,3,1,0,0,0
"10585",5811,-0.626304386452229,1.2480774486578,3,2,0,0,2
"10586",5811,-0.626304386452229,1.2480774486578,3,3,1,1,3
"10587",5812,-1.7249989711618,-2.28577715085631,1,1,0,0,0
"10588",5813,0.564523196550849,-1.17009409521836,3,1,0,1,0
"10589",5813,0.564523196550849,-1.17009409521836,3,2,0,1,0
"10590",5813,0.564523196550849,-1.17009409521836,3,3,0,1,1
"10591",5814,-0.312210848628755,-0.600893876211821,1,1,1,1,1
"10592",5815,-0.519648488231123,-1.8842318465709,2,1,0,0,0
"10593",5815,-0.519648488231123,-1.8842318465709,2,2,0,1,0
"10594",5816,0.452561920553344,0.634644581805538,1,1,0,0,2
"10595",5817,-0.262433667151645,-0.0598394021354028,2,1,1,0,2
"10596",5817,-0.262433667151645,-0.0598394021354028,2,2,0,0,1
"10597",5818,0.945152542712612,0.453494133060952,1,1,0,1,1
"10598",5819,0.196663603704227,0.774762475549822,3,1,0,1,0
"10599",5819,0.196663603704227,0.774762475549822,3,2,0,1,1
"10600",5819,0.196663603704227,0.774762475549822,3,3,0,0,0
"10601",5820,1.6628795017096,0.264847450923352,6,1,1,1,1
"10602",5820,1.6628795017096,0.264847450923352,6,2,0,0,0
"10603",5820,1.6628795017096,0.264847450923352,6,3,0,0,0
"10604",5820,1.6628795017096,0.264847450923352,6,4,0,0,1
"10605",5820,1.6628795017096,0.264847450923352,6,5,0,0,1
"10606",5820,1.6628795017096,0.264847450923352,6,6,0,0,1
"10607",5821,-0.292034883447096,-0.647887133428972,1,1,0,0,1
